,Gene Name,Statistic,pvalue_x,pvalue_y
77,MED17,3.086231837650371,0.002027107011944273,0.0007073520449315
78,CENPC1,3.0771972011232918,0.0020895701335795743,0.0002392220857118
79,KLHL20,3.0753902738178756,0.002102272664764434,0.0003662830151844
80,RAB3D,-3.068162564596212,0.002153794167314776,0.0097027726241613
81,ZBTB41,3.068162564596212,0.002153794167314776,0.000552225394954
82,GPATCH2,3.0663556372907963,0.0021668541611966994,0.0005967156152388
83,NXNL1,-3.06454870998538,0.0021799867171644494,0.0076248488398013
84,FKBP1B,-3.06454870998538,0.0021799867171644494,0.0005819090899074
85,LOC401093,3.0482863642366373,0.0023015049263374896,0.0010690275101368
86,ENAH,3.0428655823203896,0.002343369820355913,0.0014143054688985
87,C11orf85,3.037444800404142,0.0023859309886202474,0.0126690758046481
88,SNORD6,3.037444800404142,0.0023859309886202474,0.0170717853419
89,SLFN5,3.032024018487894,0.002429198739753595,0.0326792662439808
90,TMEM52,-3.028410163877062,0.0024584416023727654,5.83322798400376e-05
91,GCFC2,3.028410163877062,0.0024584416023727654,0.0045298949250983
92,SLC48A1,-3.0266032365716464,0.002473183511648868,0.0005383368780182
93,RPUSD3,-3.02479630926623,0.0024880062630788682,0.0014410044160026
94,GTF3C3,3.0193755273499825,0.002532963525086522,0.0038074725187567
95,SORBS1,3.015761672739151,0.0025633465229489664,0.0268350782624176
96,PPDPF,-3.012147818128319,0.0025940624612716856,0.0028135257472553
97,NAA50,3.0103408908229032,0.0026095462954595842,0.023816648926466
98,CCDC50,3.008533963517487,0.0026251145829141453,0.0010755174845517
99,NPTX2,-3.0031131816012393,0.0026723302685153546,0.0092684058544699
100,SMARCA1,3.0031131816012393,0.0026723302685153546,0.0277133711139796
101,DOCK7,3.0013062542958235,0.002688240481077825,0.009595592980179
102,UFL1,3.0013062542958235,0.002688240481077825,0.002164314412523
103,TAF2,2.9976923996849916,0.002720320877288591,0.0019870658242459
104,LOC100506035,2.995885472379576,0.0027364918985576087,0.0049034551169983
105,MCL1,2.99407854507416,0.002752750696525011,0.0112095014435577
106,C2CD4D,-2.992271617768744,0.0027690976942720625,0.0119653542801592
107,RMND5B,-2.990464690463328,0.0027855333165976316,0.008888406091612
108,CTSL3,2.9850439085470803,0.002835376204906226,0.0001737344425813
109,WDR26,2.9814300539362484,0.0028690557857443313,0.0135662549412732
110,NSRP1,2.977816199325417,0.002903100207255188,0.0173526819813009
111,SOCS1,-2.972395417409169,0.0029548585858207924,0.0256160027103503
112,HRAS,-2.970588490103753,0.0029722976116282364,0.0075208768987298
113,CBWD3,2.9633607808820894,0.0030429967799405345,0.0015000670185677
114,TBCEL,2.9615538535766737,0.003060909589726016,0.0020572620450084
115,FTSJD1,2.9615538535766737,0.003060909589726016,0.0062067216966191
116,NUDT21,2.9579399989658417,0.0030970240077642618,0.0046828626479124
117,STX1A,-2.952519217049594,0.0031519245072644648,7.7688591249594e-06
118,CHID1,-2.952519217049594,0.0031519245072644648,0.0193524585961041
119,LOC100289178,2.950712289744178,0.0031704208861870033,0.0315654581993534
120,DARS,2.948905362438762,0.0031890161460128223,0.0495982491444289
121,WNK3,2.948905362438762,0.0031890161460128223,0.0001756968343415
122,LCA5,2.948905362438762,0.0031890161460128223,0.0042276571691334
123,RFX5,2.9434845805225143,0.0032453998959096745,0.0058771100219068
124,CCDC47,2.9434845805225143,0.0032453998959096745,0.028807381202899
125,RNF169,2.9434845805225143,0.0032453998959096745,0.01239327660337
126,MIR4324,2.9398707259116827,0.00328349208861583,0.00417181938047
127,MFN1,2.927222234773771,0.003420044031926822,0.0182522219853692
128,FUBP3,2.9218014528575234,0.0034801331331716736,0.0211257458336955
129,PRSS3,-2.918187598246692,0.0035207246447049837,2.11702058379829e-06
130,NCKAP1,2.9163806709412756,0.003541181527001166,0.0071587733368124
131,VSIG10L,-2.9163806709412756,0.003541181527001166,0.002266885406883
132,SCN1B,-2.91457374363586,0.00356174649519172,0.0214324192615434
133,HCG23,-2.9109598890250283,0.0036032027055368,0.0069977688769707
134,CAMK4,-2.9055391071087806,0.0036662103182674914,0.0109137963688185
135,IARS,2.9019252524979486,0.003708770224689163,0.0074236671592637
136,TMEM191C,-2.900118325192533,0.0037302181733419744,0.0460091201072573
137,PDS5A,2.8983113978871167,0.0037517788107172406,0.0104348779255069
138,C1orf9,2.896504470581701,0.003773452658122909,0.0021709350175602
139,SLC43A2,-2.896504470581701,0.003773452658122909,0.0230098349851311
140,PRPF38B,2.894697543276285,0.0037952402388629855,0.0051294429690805
141,COPS6,-2.892890615970869,0.0038171420782429208,0.0067567649356459
142,MARCH11,-2.891083688665453,0.0038391587035748664,0.0021073946939891
143,TRIM72,-2.891083688665453,0.0038391587035748664,0.0458867933597842
144,BCLAF1,2.8892767613600374,0.0038612906441830926,0.0052729606823903
145,MTHFD2,2.887469834054621,0.003883538431409332,0.0069678119179061
146,TPTE,2.8838559794437897,0.003928383681201865,0.0001193239268106
147,LATS1,2.8802421248329577,0.003973698744238015,0.0148552311029271
148,STK38L,2.878435197527542,0.003996533805664364,0.0186516234908963
149,TMPRSS11D,2.878435197527542,0.003996533805664364,0.0096573062244057
150,ACBD3,2.8766282702221257,0.004019487944424555,0.0241478767328443
151,ISG20L2,2.8766282702221257,0.004019487944424555,0.0007617706130884
152,PPP4R2,2.87482134291671,0.0040425617061320895,0.0036483633006078
153,GPR143,-2.8730144156112942,0.00406575563846072,3.22188934922822e-06
154,STAG1,2.871207488305878,0.0040890702911497755,0.0070494826867116
155,TRMT11,2.8694005610004623,0.0041125062160095385,0.000791548019774
156,ANKRD36BP1,2.8694005610004623,0.0041125062160095385,0.0378927195552912
157,RAB24,-2.8675936336950465,0.004136063966926586,0.0008152283912989
